lcs,lcs2,ngd,jacpos,cospos,lev1,euc,FFF,cos2,cos,cos1,jac2,jac,f2,sizediff,dis,l1,l2,lsa,sim
0.6,0.6,0.670820393,0.5,0.839146392,4,0.4,FALSE,0,0.6,0.6,0.571428571,0.571428571,467631,1,0,TRUE,TRUE,0.800512689,no
0.666666667,0.833333333,0.75,0.4,0.824957911,3,1,FALSE,0,0.730296743,0.730296743,0.428571429,0.428571429,1010063,1,1,TRUE,TRUE,0.868684352,yes
0.666666667,0.333333333,0.5,0.666666667,0.833333333,2,0.333333333,FALSE,0,0.666666667,0.666666667,0.5,0.5,4096580,0,0,TRUE,FALSE,0.290349504,yes
1,0.333333333,1,0,1,0,0,FALSE,0,1,1,0,0,271350,0,0,TRUE,TRUE,1,yes
0.857142857,0.571428571,0.833333333,0.285714286,0.95,2,0.142857143,FALSE,0,0.857142857,0.857142857,0.25,0.25,4097059,0,0,TRUE,TRUE,0.925319138,yes
0.6,0.6,0.5,0.666666667,0.75,4,0.4,FALSE,0,0.6,0.8,0.333333333,0.571428571,2295303,1,0,TRUE,TRUE,0.957330999,no
0.5,0.5,0.666666667,0.5,0.85811633,3,1,FALSE,0,0.577350269,0.577350269,0.6,0.6,2297327,1,1,TRUE,TRUE,0.014358005,yes
1,0.75,1,0,1,0,0,FALSE,0,1,1,0,0,4096576,0,0,TRUE,TRUE,1,yes
0.333333333,0.25,0,1,0.730296743,6,0.833333333,FALSE,0,0.40824829,0.40824829,0.75,0.75,1698009,0,2,FALSE,FALSE,0.801598547,no
0.666666667,0.333333333,0.666666667,0.5,0.833333333,2,0.333333333,FALSE,0,0.666666667,0.666666667,0.5,0.5,1835642,0,0,TRUE,FALSE,0.990847973,no
0.5,0.75,0,1,0.717137166,4,0.75,FALSE,0,0.5,0.5,0.666666667,0.666666667,99259,0,0,FALSE,FALSE,0.596111627,no
0.571428571,0.571428571,0.447213595,0.714285714,0.839254327,5,0.857142857,FALSE,0,0.6172134,0.6172134,0.555555556,0.555555556,1429944,0,1,TRUE,TRUE,0.696796431,yes
0.333333333,0.8,0.670820393,0.5,0.832050294,5,1,FALSE,0,0.547722558,0.730296743,0.428571429,0.625,291457,0,1,FALSE,FALSE,0.885358882,yes
0.142857143,0.8,0,1,0.555555556,10,1,FALSE,0,0.169030851,0.169030851,0.909090909,0.909090909,2300719,0,2,FALSE,TRUE,0.134595779,no
0.5,0.666666667,0.40824829,0.75,0.680413817,3,0.5,FALSE,0,0.577350269,0.577350269,0.6,0.6,4097090,0,1,FALSE,FALSE,0.908786929,no
0.75,0.75,0.40824829,0.75,0.875,2,0.25,FALSE,0,0.75,0.75,0.4,0.4,1691356,0,0,TRUE,TRUE,0.912382389,yes
0.166666667,0.666666667,0.516397779,0.666666667,0.727392967,7,1,FALSE,0,0.23570226,0.471404521,0.714285714,0.875,791156,0,3,TRUE,FALSE,0.352995332,no
0,0.333333333,0.2,0.888888889,0.365636212,12,1,FALSE,0,0,0.333333333,0.8,1,176117,2,0,FALSE,FALSE,0.713388939,no
0.375,0.375,0.507092553,0.666666667,0.757240185,9,1,FALSE,0,0.400891863,0.400891863,0.75,0.75,2265246,1,1,TRUE,TRUE,0.43580747,yes
0.6,0.75,0.866025404,0.25,0.801783726,3,0.4,TRUE,0,0.670820393,0.894427191,0.2,0.5,4096576,0,1,FALSE,FALSE,0.96804131,no
0.166666667,0.666666667,0.25,0.857142857,0.471404521,8,1,FALSE,0,0.204124145,0.204124145,0.888888889,0.888888889,619603,1,2,TRUE,FALSE,0.321547322,no
0.5,0.333333333,0.6,0.571428571,0.813220284,6,0.833333333,FALSE,0,0.5,0.5,0.666666667,0.666666667,240939,0,0,TRUE,FALSE,0.703239954,yes
0.4,0.666666667,0.353553391,0.8,0.738548946,4,0.8,FALSE,0,0.516397779,0.516397779,0.666666667,0.666666667,4096577,0,2,FALSE,FALSE,0.242468395,no
0.571428571,0.5,0.730296743,0.428571429,0.785714286,5,1,FALSE,1,0.6172134,0.6172134,0.555555556,0.555555556,621647,0,1,TRUE,TRUE,0.818379365,yes
0.25,0.333333333,0.666666667,0.5,0.859337849,5,1,FALSE,0,0.288675135,0.577350269,0.6,0.833333333,176317,1,1,TRUE,FALSE,0.783932405,yes
0.714285714,0.5,0.670820393,0.5,0.83624201,3,0.285714286,FALSE,0,0.77151675,0.77151675,0.375,0.375,2162700,0,1,FALSE,FALSE,0.789740051,no
0,0.166666667,0,1,0.204124145,11,1,FALSE,0,0,0,1,1,91324,3,1,FALSE,FALSE,0.014380894,no
0.333333333,1,0.447213595,0.714285714,0.526234812,6,1,FALSE,0,0.40824829,0.40824829,0.75,0.75,560651,0,2,TRUE,TRUE,0.560704885,no
0.125,0.375,0,1,0.798583652,10,1,FALSE,0,0.141421356,0.141421356,0.909090909,0.909090909,4097091,3,3,FALSE,FALSE,0.056147867,no
0.333333333,0.5,0.471404521,0.714285714,0.597614305,6,1,FALSE,0,0.40824829,0.40824829,0.75,0.75,1836149,3,2,TRUE,TRUE,0.67667904,yes
0.75,0.428571429,0.833333333,0.285714286,0.880704846,3,1,FALSE,0,0.801783726,0.801783726,0.333333333,0.333333333,168149,0,1,TRUE,TRUE,0.898241621,yes
0.2,0.5,0.40824829,0.75,0.632455532,5,1,FALSE,0,0.316227766,0.316227766,0.833333333,0.833333333,64643,0,3,TRUE,FALSE,0.576890539,no
0.5,0.666666667,0.816496581,0.333333333,0.857142857,3,0.5,TRUE,0,0.577350269,0.866025404,0.25,0.6,176175,0,1,FALSE,FALSE,0.997701689,no
0.833333333,0.333333333,0.666666667,0.5,0.843274043,2,0.166666667,FALSE,0,0.833333333,0.833333333,0.285714286,0.285714286,2303903,0,0,TRUE,TRUE,0.877034622,yes
0.5,1,0,1,0.721687836,3,0.75,FALSE,0,0.577350269,0.577350269,0.6,0.6,168041,0,1,FALSE,TRUE,0.762731121,no
0.5,0.25,0.333333333,0.8,0.666666667,4,0.5,FALSE,0,0.5,0.5,0.666666667,0.666666667,32435,0,0,FALSE,TRUE,0.490886115,yes
0.5,0.4,0.288675135,0.833333333,0.666666667,5,0.833333333,FALSE,0,0.547722558,0.547722558,0.625,0.625,4096802,0,1,FALSE,TRUE,0.605239463,no
0.428571429,0.25,0.612372436,0.571428571,0.794719414,5,0.714285714,FALSE,0,0.56694671,0.56694671,0.625,0.625,895050,0,3,FALSE,FALSE,0.652076265,no
0.8,0.6,0.577350269,0.6,0.797724035,1,0.2,TRUE,0,0.894427191,0.894427191,0.2,0.2,4096576,0,1,FALSE,FALSE,0.996104981,no
0.25,0.333333333,0.353553391,0.8,0.507092553,5,1,FALSE,0,0.288675135,0.288675135,0.833333333,0.833333333,287424,3,1,TRUE,FALSE,0.056702165,no
0.142857143,0.666666667,0.516397779,0.666666667,0.492365964,8,1,FALSE,0,0.21821789,0.43643578,0.75,0.888888889,2307146,0,4,FALSE,FALSE,0.707526687,no
0.142857143,0.5,0.516397779,0.666666667,0.674199862,9,1,FALSE,0,0.188982237,0.377964473,0.777777778,0.9,76999,2,3,TRUE,FALSE,0.658697904,no
0.8,0.75,0.866025404,0.25,0.882522608,1,0.2,TRUE,0,0.894427191,0.894427191,0.2,0.2,4096576,0,1,FALSE,FALSE,0.868306654,no
0.833333333,0.333333333,0.75,0.4,0.961538462,2,0.166666667,FALSE,0,0.833333333,0.833333333,0.285714286,0.285714286,4096580,0,0,TRUE,TRUE,0.905081764,yes
0.5,0.5,0.40824829,0.75,0.738548946,3,0.5,FALSE,0,0.577350269,0.577350269,0.6,0.6,4096577,0,1,FALSE,FALSE,0.200292678,no
0.75,1,0.666666667,0.5,0.833333333,2,0.25,FALSE,0,0.75,0.75,0.4,0.4,4097092,0,0,TRUE,TRUE,0.993016895,yes
0.75,0.5,0.666666667,0.5,0.897085227,2,0.25,FALSE,0,0.75,0.75,0.4,0.4,176175,0,0,TRUE,FALSE,0.655833518,yes
0.111111111,0.25,0.204124145,0.888888889,0.660578259,11,0.888888889,FALSE,0.5,0.166666667,0.166666667,0.916666667,0.916666667,1151725,3,5,FALSE,FALSE,0.32248924,no
0.4,0.25,0.577350269,0.6,0.707106781,5,1,FALSE,0,0.447213595,0.447213595,0.714285714,0.714285714,1127819,0,1,TRUE,TRUE,0.789451517,no
0.75,0.5,0.666666667,0.5,0.909090909,2,0.25,FALSE,0,0.75,0.75,0.4,0.4,4096577,0,0,TRUE,TRUE,0.802732632,yes
0,0.5,0.316227766,0.833333333,0.474341649,7,1,FALSE,0,0,0.316227766,0.833333333,1,480281,0,3,FALSE,FALSE,0.506229689,no
0.166666667,0.5,0.316227766,0.833333333,0.596284794,6,1,FALSE,0,0.288675135,0.288675135,0.857142857,0.857142857,2310484,1,4,FALSE,FALSE,0.33946129,no
1,0.4,1,0,1,0,0,FALSE,0,1,1,0,0,4097093,0,0,TRUE,TRUE,1,yes
0,0,0,1,0.23570226,9,1,FALSE,0,0,0,1,1,190307,3,1,FALSE,FALSE,0.002734689,no
0.6,0.666666667,0.707106781,0.5,0.838627869,2,0.6,FALSE,0,0.774596669,0.774596669,0.4,0.4,4096576,0,2,FALSE,FALSE,0.717647902,no
0.111111111,0.5,0.288675135,0.857142857,0.56225353,9,1,FALSE,0,0.23570226,0.23570226,0.9,0.9,2312231,1,7,FALSE,FALSE,0.570661349,no
0,0.5,0,1,0.501745206,10,1,FALSE,0,0,0,1,1,91671,3,2,FALSE,FALSE,0.008407456,no
0.5,0.5,0.668153105,0.5,0.809427213,8,1,FALSE,0,0.559016994,0.559016994,0.615384615,0.615384615,2314131,1,2,TRUE,TRUE,0.799215024,yes
0,0.5,0,1,0.283473355,11,1,FALSE,0,0,0,1,1,4097094,1,1,FALSE,FALSE,0.003843285,no
0.333333333,0.5,0,1,0.246182982,6,1,FALSE,0,0.40824829,0.40824829,0.75,0.75,651744,3,2,FALSE,FALSE,0.660086606,no
0.333333333,0.5,0.25819889,0.857142857,0.596284794,6,0.833333333,FALSE,0,0.40824829,0.40824829,0.75,0.75,156097,0,2,FALSE,FALSE,0.490197676,no
0.833333333,0.6,0.894427191,0.2,0.923186182,1,0.166666667,TRUE,0,0.912870929,0.912870929,0.166666667,0.166666667,4096576,0,1,FALSE,FALSE,0.999666612,no
0.2,0.666666667,0.577350269,0.6,0.738548946,6,1,FALSE,0,0.25819889,0.516397779,0.666666667,0.857142857,437683,0,2,TRUE,FALSE,0.771053733,no
0.666666667,0.333333333,0.666666667,0.5,0.9,2,0.333333333,FALSE,0,0.666666667,0.666666667,0.5,0.5,2316600,0,0,FALSE,TRUE,0.99998762,no
0.2,0.5,0.632455532,0.6,0.683130051,5,0.8,FALSE,0,0.316227766,0.632455532,0.6,0.833333333,335602,0,3,FALSE,FALSE,0.958287231,no
0.2,0,0,1,0.592999453,6,1,FALSE,0,0.25819889,0.25819889,0.857142857,0.857142857,271232,3,2,FALSE,FALSE,0.421586107,no
0.4,0.6,0,1,0.400891863,5,1,FALSE,0,0.447213595,0.447213595,0.714285714,0.714285714,2317531,3,1,TRUE,TRUE,0.654622825,no
0.6,0.75,0.577350269,0.6,0.797724035,3,0.4,FALSE,0,0.670820393,0.670820393,0.5,0.5,4096577,0,1,FALSE,FALSE,0.909091637,no
0.333333333,0.666666667,0.666666667,0.5,0.784464541,4,0.666666667,FALSE,0,0.333333333,0.666666667,0.5,0.8,1083020,0,0,FALSE,FALSE,0.999968091,no
0.6,0.4,0.577350269,0.6,0.721687836,3,0.4,FALSE,0,0.670820393,0.670820393,0.5,0.5,493947,0,1,FALSE,FALSE,0.815230629,yes
0.222222222,0.333333333,0.40824829,0.75,0.338061702,9,1,FALSE,0,0.333333333,0.333333333,0.818181818,0.818181818,3347779,3,5,TRUE,TRUE,0.150803256,no
0.75,0.5,0.666666667,0.5,0.875,2,0.25,FALSE,0,0.75,0.75,0.4,0.4,4096577,0,0,TRUE,TRUE,0.832703136,yes
0.333333333,0.666666667,0.5,0.666666667,0.77151675,4,0.666666667,FALSE,0,0.333333333,0.666666667,0.5,0.8,52711,1,0,FALSE,FALSE,0.653791571,no
0.4,1,0.353553391,0.8,0.676123404,4,0.6,FALSE,0,0.516397779,0.516397779,0.666666667,0.666666667,4096577,0,2,FALSE,FALSE,0.31602537,no
0.5,0.25,0.666666667,0.5,0.668153105,4,0.5,FALSE,1,0.5,0.5,0.666666667,0.666666667,884539,3,0,TRUE,TRUE,0.572900876,no
0.333333333,0.5,0.6,0.571428571,0.752617809,7,1,FALSE,0,0.365148372,0.547722558,0.625,0.777777778,763086,1,1,TRUE,FALSE,0.786949354,yes
0.428571429,0.714285714,0.516397779,0.666666667,0.680413817,5,1,FALSE,1,0.56694671,0.56694671,0.625,0.625,2319763,1,3,TRUE,TRUE,0.791034535,no
0.2,0.333333333,0.353553391,0.8,0.589255651,6,0.8,FALSE,0,0.25819889,0.25819889,0.857142857,0.857142857,176295,1,2,FALSE,FALSE,0.582896598,no
0.4,0.2,0.5,0.666666667,0.730296743,5,1,FALSE,0,0.447213595,0.670820393,0.5,0.714285714,635565,1,1,TRUE,FALSE,0.58077575,yes
0.25,0.666666667,0.365148372,0.777777778,0.700876644,10,1,FALSE,1,0.288675135,0.288675135,0.833333333,0.833333333,91155,3,2,FALSE,FALSE,0.503466846,no
0.4,0.4,0.40824829,0.75,0.738548946,4,0.6,FALSE,0,0.516397779,0.516397779,0.666666667,0.666666667,4097095,0,2,FALSE,FALSE,0.897471656,yes
0.666666667,0.666666667,0.666666667,0.5,0.77151675,2,0.666666667,FALSE,0,0.666666667,0.666666667,0.5,0.5,244780,0,0,FALSE,FALSE,0.81724683,no
0.571428571,0.285714286,0.8,0.333333333,0.9,5,0.714285714,FALSE,0,0.6172134,0.77151675,0.375,0.555555556,4097096,0,1,TRUE,TRUE,0.709186159,yes
0.25,0.5,0.23570226,0.875,0.800094691,8,0.875,FALSE,0,0.353553391,0.530330086,0.666666667,0.8,4097097,0,4,FALSE,FALSE,0.704535788,no
0.153846154,0.125,0.251976315,0.857142857,0.702702703,17,1,FALSE,0,0.196116135,0.39223227,0.764705882,0.894736842,1006063,0,5,FALSE,FALSE,0.4872659,yes
0.5,0.666666667,0.632455532,0.6,0.801783726,3,0.666666667,FALSE,0,0.707106781,0.707106781,0.5,0.5,4096576,0,3,FALSE,FALSE,0.595129889,no
0.5,0.5,0.333333333,0.8,0.674199862,4,0.5,FALSE,0,0.5,0.75,0.4,0.666666667,4097098,0,0,TRUE,FALSE,0.991268328,yes
0.166666667,0.333333333,0.25819889,0.857142857,0.585540044,7,1,FALSE,0,0.23570226,0.23570226,0.875,0.875,272528,3,3,FALSE,FALSE,0.417350624,no
0.5,0.25,0.577350269,0.6,0.680413817,4,0.5,FALSE,1,0.612372436,0.612372436,0.571428571,0.571428571,2323429,0,2,FALSE,FALSE,0.704173338,no
0.142857143,0.4,0,1,0.5625,10,1,FALSE,0,0.169030851,0.169030851,0.909090909,0.909090909,91155,3,2,FALSE,FALSE,0.34043187,no
0.222222222,0.5,0.43643578,0.75,0.412393049,9,1,FALSE,0,0.333333333,0.333333333,0.818181818,0.818181818,148982,1,5,FALSE,FALSE,0.709608873,no
0.4,0.666666667,0.707106781,0.5,0.850420064,4,0.6,FALSE,0,0.516397779,0.774596669,0.4,0.666666667,4096576,0,2,FALSE,FALSE,0.867699146,no
0.75,0,0.816496581,0.333333333,0.845154255,1,0.5,FALSE,0,0.866025404,0.866025404,0.25,0.25,32400,0,1,TRUE,FALSE,0.856689822,yes
0.333333333,0.5,0.577350269,0.6,0.603022689,6,1,FALSE,0,0.40824829,0.40824829,0.75,0.75,2323856,3,2,TRUE,TRUE,0.43519336,no
0.625,0.625,0.6172134,0.555555556,0.865180913,5,0.875,FALSE,0,0.668153105,0.668153105,0.5,0.5,42549,0,1,TRUE,TRUE,0.878878383,yes
0.8,0.2,0.75,0.4,0.961538462,2,0.2,FALSE,0.5,0.8,0.8,0.333333333,0.333333333,271350,0,0,FALSE,TRUE,0.99168814,no
0.8,0.6,0.75,0.4,0.875,2,0.2,FALSE,1,0.8,0.8,0.333333333,0.333333333,4096580,0,0,TRUE,TRUE,0.876781085,yes
0.8,0.75,0.894427191,0.2,0.919866211,1,0.8,FALSE,0,0.894427191,0.894427191,0.2,0.2,921942,0,1,TRUE,TRUE,0.914191686,no
0.5,0.5,0.40824829,0.75,0.763762616,3,0.5,FALSE,0,0.577350269,0.577350269,0.6,0.6,4096577,0,1,FALSE,FALSE,0.311210577,no
0.4,1,0.333333333,0.8,0.492365964,5,0.8,FALSE,0,0.447213595,0.447213595,0.714285714,0.714285714,1172203,3,1,TRUE,FALSE,0.449989512,no
0,0.5,0.40824829,0.75,0.737864787,6,1,FALSE,0,0,0.353553391,0.8,1,177911,1,2,FALSE,FALSE,0.057035342,no
0.875,0.25,0.857142857,0.25,0.96,2,0.125,FALSE,0,0.875,0.875,0.222222222,0.222222222,2326041,0,0,TRUE,TRUE,0.94297835,no
0.5,0.333333333,0.5,0.666666667,0.720576692,5,0.833333333,FALSE,0,0.547722558,0.730296743,0.428571429,0.625,4097099,0,1,FALSE,TRUE,0.934770414,yes
0.5,0.333333333,0.353553391,0.8,0.774596669,3,0.5,FALSE,0,0.577350269,0.577350269,0.6,0.6,635785,0,1,FALSE,FALSE,0.729108088,no
0.5,0.5,0.666666667,0.5,0.668153105,4,0.5,FALSE,0,0.5,0.5,0.666666667,0.666666667,465837,0,0,TRUE,TRUE,0.849186039,yes
0,0.3,0.169030851,0.909090909,0.418330013,14,1,FALSE,0,0,0.158113883,0.923076923,1,441769,3,6,FALSE,FALSE,0.423106989,no
0,0.5,0,1,0.654653671,12,1,FALSE,0,0,0,1,1,1593268,3,0,FALSE,FALSE,0.008057988,no
0.181818182,0.333333333,0.134839972,0.933333333,0.784927774,13,0.818181818,FALSE,0,0.246182982,0.226455407,0.857142857,0.866666667,2181750,0,5,FALSE,FALSE,0.1269737,no
0.333333333,0.444444444,0.15430335,0.916666667,0.725318521,10,0.666666667,FALSE,0,0.377964473,0.377964473,0.769230769,0.769230769,4097100,0,2,FALSE,FALSE,0.432759652,no
0.2,0.25,0.5,0.666666667,0.752617809,7,1,FALSE,0,0.223606798,0.447213595,0.714285714,0.875,59946,1,1,TRUE,FALSE,0.623827838,no
0.333333333,0.333333333,0.40824829,0.75,0.6172134,4,0.666666667,FALSE,0,0.333333333,0.333333333,0.8,0.8,4096801,1,0,TRUE,FALSE,0.761364567,no
0.166666667,0.5,0.25,0.857142857,0.592999453,9,1,FALSE,0,0.182574186,0.182574186,0.9,0.9,685910,3,1,TRUE,FALSE,0.604902502,no
0.75,0.25,0.40824829,0.75,0.9258201,1,0.75,FALSE,1,0.866025404,0.866025404,0.25,0.25,4097101,0,1,TRUE,TRUE,0.882832399,yes
0.75,0.666666667,0.816496581,0.333333333,0.911684612,1,0.5,FALSE,0,0.866025404,0.866025404,0.25,0.25,4096576,0,1,TRUE,FALSE,0.762761864,no
0.25,0.25,0.288675135,0.833333333,0.636363636,6,0.75,FALSE,0,0.25,0.5,0.666666667,0.857142857,176394,1,0,TRUE,FALSE,0.626359149,no
0.5,0.75,0.40824829,0.75,0.797724035,3,0.5,FALSE,0,0.577350269,0.577350269,0.6,0.6,99225,0,1,FALSE,FALSE,0.997719199,no
0.5,0.75,1,0,0.850420064,4,0.75,TRUE,0,0.5,1,0,0.666666667,1006011,0,0,FALSE,FALSE,1,yes
0.125,0.625,0.223606798,0.875,0.516185401,11,1,FALSE,0,0.129099445,0.25819889,0.818181818,0.916666667,181085,1,2,FALSE,FALSE,0.620558759,yes
0.333333333,0.666666667,0.333333333,0.8,0.667423812,4,0.666666667,FALSE,0,0.333333333,0.666666667,0.5,0.8,1286150,0,0,FALSE,FALSE,0.99601814,no
0.428571429,0.5,0.40824829,0.75,0.860753367,7,1,FALSE,0,0.46291005,0.46291005,0.7,0.7,4096943,3,1,TRUE,TRUE,0.450089762,no
0.5,0.5,0.666666667,0.5,0.848668425,4,0.5,FALSE,0,0.5,0.75,0.4,0.666666667,176559,2,0,TRUE,FALSE,0.713190566,no
0.333333333,0.6,0.288675135,0.833333333,0.755928946,7,1,FALSE,0,0.365148372,0.547722558,0.625,0.777777778,169760,3,1,TRUE,TRUE,0.742681294,no
0.444444444,0.444444444,0.46291005,0.7,0.842700972,8,0.555555556,FALSE,0,0.503952631,0.503952631,0.666666667,0.666666667,4097102,0,2,FALSE,FALSE,0.557384537,no
0.666666667,0.333333333,0.670820393,0.5,0.874474632,3,0.833333333,FALSE,0,0.730296743,0.730296743,0.428571429,0.428571429,4097103,0,1,TRUE,TRUE,0.849479073,yes
0,0.5,0,1,0.5,8,1,FALSE,0,0,0,1,1,2048167,0,4,FALSE,FALSE,-0.0122768,no
0,0.666666667,0,1,0.527644853,9,1,FALSE,0,0,0,1,1,404887,1,4,FALSE,FALSE,-0.003161506,no
0.25,0.6,0.507092553,0.666666667,0.804030252,7,0.875,FALSE,0,0.474341649,0.474341649,0.7,0.7,777412,0,3,FALSE,FALSE,0.493480851,yes
0.666666667,0.333333333,0.5,0.666666667,0.857142857,2,0.333333333,FALSE,0,0.666666667,0.666666667,0.5,0.5,4096580,0,0,TRUE,FALSE,0.287233394,yes
0.4,0.5,0.288675135,0.833333333,0.75,5,0.6,FALSE,0,0.447213595,0.447213595,0.714285714,0.714285714,4096577,0,1,FALSE,FALSE,0.21759769,no
0.571428571,0.833333333,0.670820393,0.5,0.737864787,5,1,FALSE,0,0.6172134,0.6172134,0.555555556,0.555555556,92058,3,1,TRUE,TRUE,0.769588655,no
0.2,0.333333333,0.577350269,0.6,0.805822964,6,1,FALSE,0,0.25819889,0.516397779,0.666666667,0.857142857,77207,1,2,TRUE,FALSE,0.750926843,no
0.25,0.5,0.333333333,0.8,0.597614305,5,0.75,FALSE,0,0.288675135,0.288675135,0.833333333,0.833333333,6155,0,1,FALSE,FALSE,0.455597539,no
0.4,0.666666667,0.577350269,0.6,0.707106781,4,1,FALSE,0,0.516397779,0.516397779,0.666666667,0.666666667,1896524,1,2,FALSE,FALSE,0.766690629,no
0.666666667,0.666666667,1,0,0.935414347,2,0.333333333,TRUE,0,0.666666667,1,0,0.5,176175,0,0,FALSE,TRUE,1,yes
0,0.75,0,1,0.483493778,10,1,FALSE,0,0,0,1,1,291579,0,2,FALSE,FALSE,0.154218566,no
0.666666667,0.666666667,0.670820393,0.5,0.737864787,4,0.333333333,FALSE,0,0.666666667,0.666666667,0.5,0.5,3347779,3,0,TRUE,TRUE,0.716249677,no
0.8,0.4,0.866025404,0.25,0.904534034,1,0.2,TRUE,0,0.894427191,0.894427191,0.2,0.2,4096576,0,1,FALSE,FALSE,0.854168227,no
0.5,0.5,0.447213595,0.714285714,0.769230769,6,0.5,FALSE,0,0.5,0.5,0.666666667,0.666666667,632745,0,0,TRUE,TRUE,0.551527918,yes
0.4,0.8,0.288675135,0.833333333,0.533001791,6,0.6,FALSE,0,0.4,0.4,0.75,0.75,1603182,0,0,FALSE,TRUE,0.541835386,yes
0.6,0.4,0.670820393,0.5,0.703526471,3,0.4,FALSE,0,0.670820393,0.670820393,0.5,0.5,44550,0,1,FALSE,FALSE,0.939676092,yes
1,0.75,1,0,1,0,0,FALSE,0,1,1,0,0,4097104,0,0,TRUE,TRUE,1,yes
0.666666667,0.833333333,0.670820393,0.5,0.777777778,4,0.333333333,FALSE,0,0.666666667,0.666666667,0.5,0.5,513050,0,0,TRUE,TRUE,0.761026847,yes
0.444444444,0.5,0.612372436,0.625,0.753778361,5,0.555555556,FALSE,0,0.666666667,0.666666667,0.555555556,0.555555556,4096576,0,5,FALSE,FALSE,0.561805173,no
0.75,0.5,0.666666667,0.5,0.875,2,0.25,FALSE,0,0.75,0.75,0.4,0.4,4096577,0,0,TRUE,TRUE,0.643049161,yes
0.75,0.5,0.666666667,0.5,0.836660027,2,0.25,FALSE,0,0.75,0.75,0.4,0.4,4096576,0,0,FALSE,TRUE,0.98721972,no
0.833333333,0.833333333,0.75,0.4,0.888888889,2,0.166666667,FALSE,1,0.833333333,0.833333333,0.285714286,0.285714286,38475,0,0,TRUE,TRUE,0.992724498,no
0.8,0.75,0.866025404,0.25,0.836660027,1,0.2,TRUE,0,0.894427191,0.894427191,0.2,0.2,4096576,0,1,FALSE,FALSE,0.999012487,no
0.666666667,0,0,1,0.912870929,1,0.666666667,FALSE,0,0.816496581,0.816496581,0.333333333,0.333333333,4097105,0,1,TRUE,FALSE,0.855998953,yes
0.2,0.5,0.25819889,0.857142857,0.327326835,7,1,FALSE,0,0.223606798,0.447213595,0.714285714,0.875,83000,3,1,TRUE,FALSE,0.351537883,no
0.8,0.4,0.8,0.333333333,0.9,2,0.2,FALSE,0,0.8,0.8,0.333333333,0.333333333,93150,0,0,FALSE,TRUE,0.998196388,no
0,0.75,0.333333333,0.8,0.306186218,8,1,FALSE,0,0,0.25,0.857142857,1,1399094,1,0,FALSE,FALSE,0.600268115,no
0.75,0.25,0.577350269,0.6,0.933333333,2,0.25,FALSE,0,0.75,0.75,0.4,0.4,635785,0,0,TRUE,TRUE,0.880295771,yes
0.285714286,0.666666667,0.577350269,0.666666667,0.737864787,6,0.714285714,FALSE,0,0.43643578,0.654653671,0.571428571,0.75,4096576,0,4,FALSE,FALSE,0.502741555,no
0,0.666666667,0,1,0.534522484,8,1,FALSE,0,0,0,1,1,1066735,3,2,FALSE,FALSE,-0.006877386,no
0.6,0.6,0.577350269,0.6,0.75,3,0.4,FALSE,0,0.670820393,0.670820393,0.5,0.5,4096576,0,1,FALSE,FALSE,0.826328616,no
0.75,0.5,0.333333333,0.8,0.717137166,2,0.25,FALSE,0,0.75,0.75,0.4,0.4,4096576,0,0,TRUE,FALSE,0.980856043,no
0.2,0.571428571,0,1,0.645497224,13,0.9,FALSE,0,0.239045722,0.358568583,0.785714286,0.866666667,804112,0,3,FALSE,FALSE,0.369291185,no
0.166666667,0.666666667,0.288675135,0.833333333,0.545544726,7,1,FALSE,0,0.23570226,0.23570226,0.875,0.875,2329447,0,3,TRUE,FALSE,0.641320062,no
0,0.4,0.577350269,0.6,0.641688948,9,1,FALSE,0,0,0.447213595,0.714285714,1,181862,1,1,FALSE,FALSE,0.706093528,no
0.166666667,0.333333333,0.288675135,0.833333333,0.658145182,9,0.833333333,FALSE,0,0.182574186,0.182574186,0.9,0.9,770550,3,1,FALSE,FALSE,0.424024742,no
0.75,0.5,0.666666667,0.5,0.9,2,0.25,FALSE,0,0.75,0.75,0.4,0.4,4096577,0,0,TRUE,TRUE,0.843679957,yes
0.8,0.4,0.75,0.4,0.933333333,2,0.2,FALSE,0,0.8,0.8,0.333333333,0.333333333,4096577,0,0,TRUE,TRUE,0.815941602,yes
0.6,0,0.577350269,0.6,0.85811633,3,0.8,FALSE,0,0.670820393,0.670820393,0.5,0.5,2330925,0,1,TRUE,TRUE,0.798275832,yes
0.333333333,0.666666667,0.353553391,0.8,0.707106781,5,0.833333333,FALSE,0,0.471404521,0.471404521,0.714285714,0.714285714,4096742,0,3,TRUE,FALSE,0.891386013,no
0.25,0.25,0.288675135,0.833333333,0.696310624,6,0.75,FALSE,0,0.25,0.25,0.857142857,0.857142857,235863,1,0,TRUE,FALSE,0.296623065,no
0.75,0.75,0.5,0.666666667,0.75,2,0.25,FALSE,0,0.75,0.75,0.4,0.4,2585925,0,0,FALSE,TRUE,0.970164525,yes
0.333333333,0.5,0.353553391,0.8,0.67936622,3,1,FALSE,0,0.40824829,0.40824829,0.75,0.75,166762,3,1,TRUE,FALSE,0.676125473,no
0.75,0.5,0.666666667,0.5,0.87038828,2,0.25,FALSE,0,0.75,0.75,0.4,0.4,176175,0,0,TRUE,FALSE,0.768977458,yes
